# Legalization file
0 0      1 16      2295 144
6518   562.9314 2172.5889    14 16
6519   285.03278 1537.4377    2 16
6520   85.98242 1255.3289    14 16
6521   858.2072 2146.2837    6 16
6522   304.12122 243.57346    4 16
6523   1100.2314 643.72064    28 16
6524   808.8115 632.94617    8 16
6525   4.5163383 472.11774    8 16
6526   546.0834 744.6057    10 16
6527   94.09386 351.3355    8 16
6528   544.23096 519.1001    6 16
6529   678.89417 62.72634    14 16
6530   761.14 1663.3562    14 16
6531   512.53735 1366.4915    14 16
6532   258.39996 1624.5295    2 16
6533   1.8771372 28.147041    2 16
6534   623.1867 864.6466    18 16
6535   689.19543 1319.1085    4 16
6536   269.0136 2213.662    6 16
6537   165.17596 1253.5521    12 16
6538   345.20416 2236.4243    8 16
6539   868.6085 1626.4197    6 16
6540   82.74706 232.76892    4 16
6541   1046.5408 770.18774    72 112
6542   408.7669 1459.2941    4 16
6543   292.575 1167.6278    16 16
6544   232.84464 282.08463    6 16
6545   1098.6047 999.8853    14 16
6546   447.28763 490.3086    8 16
6547   814.7385 110.51909    6 16
6548   537.6771 320.16553    6 16
6549   24.659603 653.64746    6 16
6550   824.4027 2045.2803    6 16
6551   1294.0149 698.83325    24 16
6552   823.85876 467.6457    14 16
6553   756.74536 1182.2737    14 16
6554   392.2699 1279.404    2 16
6555   301.62543 115.60037    6 16
6556   35.667973 1339.6577    14 16
6557   108.35642 799.8273    8 16
6558   747.1111 344.09082    2 16
6559   483.4948 2151.4429    4 16
6560   380.38312 213.78033    14 16
6561   691.02936 1576.6992    2 16
6562   557.47095 2128.8074    2 16
6563   57.660095 1311.8059    12 16
6564   888.07886 116.80272    4 16
6565   567.54565 518.02893    8 16
6566   132.71234 674.65234    12 16
6567   297.25323 1613.2228    2 16
6568   176.63327 222.28268    8 16
6569   581.77344 1049.5138    2 16
6570   1282.4973 113.661255    72 112
6571   590.1218 2101.1208    6 16
6572   297.63818 536.42065    6 16
6573   51.18698 931.50714    12 16
6574   731.74316 959.004    14 16
6575   18.548962 1322.7832    16 16
6576   318.96136 970.29175    2 16
6577   168.1916 876.0499    14 16
6578   104.212585 405.7858    4 16
6579   314.74097 288.74445    6 16
6580   739.4241 296.64755    2 16
6581   462.4204 832.29285    16 16
6582   575.3383 1298.071    14 16
6583   429.17563 1580.2739    2 16
6584   664.41113 1001.3574    2 16
6585   874.00757 97.94186    6 16
6586   290.68054 1257.8881    20 16
6587   242.2129 1510.2827    14 16
6588   685.74274 314.52032    14 16
6589   580.1957 1190.4619    2 16
6590   694.7204 229.14804    6 16
6591   0.5072813 313.56665    8 16
6592   858.6063 1489.4263    6 16
6593   165.89545 542.7551    4 16
6594   70.617584 740.87244    8 16
6595   707.59875 645.8115    8 16
6596   548.1665 81.61839    4 16
6597   766.8257 31.336582    16 16
6598   847.74316 396.1158    6 16
6599   678.8749 2232.2466    14 16
6600   695.4925 167.75092    8 16
6601   320.75635 650.2975    6 16
6602   570.36865 254.70886    2 16
6603   432.21048 1553.737    8 16
6604   334.1828 2079.8127    6 16
6605   638.2277 350.76462    6 16
6606   100.45523 1147.1943    2 16
6607   291.247 644.7617    2 16
6608   551.3889 488.26636    4 16
6609   288.62762 1559.1008    2 16
6610   654.0339 1474.6965    4 16
6611   218.71442 412.50146    6 16
6612   839.56903 322.4892    14 16
6613   264.08002 1630.1633    2 16
6614   362.12003 2125.5688    14 16
6615   554.1442 988.635    12 16
6616   86.88446 765.43774    6 16
6617   229.64755 1355.2229    6 16
6618   744.40674 144.63275    8 16
6619   1657.9282 14.538956    72 112
6620   236.68927 829.08545    2 16
6621   1374.85 1924.251    18 16
6622   1695.9218 235.09058    24 16
6623   607.35754 1155.6223    6 16
6624   675.2222 1580.0317    8 16
6625   605.07715 516.47253    12 16
6626   792.1168 112.856895    8 16
6627   389.95825 2079.7012    6 16
6628   1409.7205 841.82446    72 112
6629   254.93832 950.2258    6 16
6630   54.25734 1033.2355    8 16
6631   1218.1917 1241.2322    18 16
6632   187.7929 404.5644    14 16
6633   415.1257 796.16516    2 16
6634   852.9856 130.3179    8 16
6635   616.6116 1033.2645    2 16
6636   572.76227 177.41214    14 16
6637   627.81665 2034.8108    2 16
6638   666.8053 2221.621    2 16
6639   1416.0789 436.82538    4 16
6640   307.00903 1395.0823    14 16
6641   117.368904 244.76617    8 16
6642   1453.3378 514.1377    12 16
6643   208.66248 781.15173    8 16
6644   738.0128 480.14658    14 16
6645   360.4958 1476.8608    14 16
6646   195.46869 842.75745    8 16
6647   808.4697 1500.2234    2 16
6648   135.23746 771.04175    8 16
6649   710.4591 1.2897797    8 16
6650   286.17303 1379.882    16 16
6651   1409.0991 755.51086    16 16
6652   293.13 992.95105    6 16
6653   1198.8118 1221.6134    16 16
6654   318.91537 1594.1929    14 16
6655   283.93256 2075.0264    6 16
6656   347.37906 882.23    14 16
6657   795.2824 19.253006    16 16
6658   1238.328 1748.0198    14 16
6659   1409.9756 2186.9707    101 80
6660   263.6947 1514.6799    2 16
6661   369.26486 2037.8489    12 16
6662   14.115803 284.89154    8 16
6663   838.45276 267.6777    14 16
6664   1679.5317 467.59192    42 16
6665   676.74036 128.4921    8 16
6666   879.58606 1680.7805    14 16
6667   665.3257 82.92762    14 16
6668   572.42303 2128.8074    2 16
6669   476.43475 1553.2816    8 16
6670   227.18881 1395.4061    6 16
6671   1144.9006 1538.2246    16 16
6672   265.7339 623.1135    8 16
6673   14.664413 55.15802    2 16
6674   169.6854 1108.8016    6 16
6675   4.631445 1173.7441    12 16
6676   714.6161 690.20593    14 16
6677   879.1974 791.79584    4 16
6678   1119.9086 550.65564    12 16
6679   86.641525 856.2367    16 16
6680   230.91238 411.59543    6 16
6681   541.821 954.79333    10 16
6682   568.38586 1163.9951    6 16
6683   558.7499 74.89873    4 16
6684   597.39246 1560.682    8 16
6685   234.91296 2287.1313    8 16
6686   560.55676 774.5928    12 16
6687   389.73993 1023.87476    14 16
6688   233.43878 2019.9043    14 16
6689   1189.777 1488.0339    84 96
6690   611.68146 2045.7073    12 16
6691   285.2903 115.992874    8 16
6692   546.5103 1206.2712    2 16
6693   168.00452 1429.072    16 16
6694   512.89014 1197.6301    14 16
6695   877.56305 1508.9114    14 16
6696   401.85583 1571.9227    2 16
6697   434.81555 832.29285    16 16
6698   677.70166 1508.1843    6 16
6699   828.6875 432.4499    8 16
6700   482.25745 650.2556    6 16
6701   1384.7881 65.56244    101 80
6702   516.65967 417.65717    12 16
6703   217.50366 210.83958    8 16
6704   246.34596 2286.023    14 16
6705   751.6121 1502.7628    6 16
6706   793.9969 1448.0459    8 16
6707   515.293 1434.9111    14 16
6708   1480.7551 1457.689    24 16
6709   421.0351 997.5061    2 16
6710   742.08484 1168.3755    14 16
6711   303.94684 1292.9541    20 16
6712   227.77966 358.43896    8 16
6713   12.234703 264.03528    8 16
6714   742.91846 107.437    8 16
6715   584.53174 1069.6892    6 16
6716   610.81445 674.7113    8 16
6717   408.67853 222.05182    8 16
6718   725.58435 2292.8313    6 16
6719   740.7289 182.63464    8 16
6720   1422.9843 540.54034    2 16
6721   330.28735 2046.6238    4 16
6722   1358.9546 721.31934    24 16
6723   471.43866 96.79782    12 16
6724   701.6377 861.0263    12 16
6725   391.95392 981.0921    6 16
6726   460.46973 107.68935    6 16
6727   214.80777 850.2421    14 16
6728   33.719795 1322.7832    16 16
6729   462.92828 2060.119    18 16
6730   348.05136 660.47394    4 16
6731   238.25522 944.8311    6 16
6732   839.49194 864.92    26 16
6733   654.60034 1345.3215    6 16
6734   251.08075 1590.583    2 16
6735   759.47473 63.08754    8 16
6736   653.6148 297.94492    14 16
6737   418.27875 1420.1948    6 16
6738   186.22609 1577.584    16 16
6739   391.3567 400.4317    6 16
6740   160.98166 577.1157    4 16
6741   375.83246 1307.2964    12 16
6742   237.4404 437.50812    2 16
6743   593.645 1139.5908    2 16
6744   27.16017 948.8656    6 16
6745   816.15344 416.34332    16 16
6746   702.0313 134.24197    6 16
6747   579.1407 1199.9861    6 16
6748   1402.4441 791.9762    2 16
6749   753.38007 1257.3174    2 16
6750   593.158 177.41214    14 16
6751   716.4326 959.98376    14 16
6752   449.9237 1558.1599    8 16
6753   310.1944 64.642914    14 16
6754   193.05725 30.390442    4 16
6755   880.2289 1543.8293    14 16
6756   163.22984 1500.6306    2 16
6757   170.24643 1061.0215    6 16
6758   436.7192 2215.0825    2 16
6759   836.61536 1561.5862    14 16
6760   347.91168 650.8175    14 16
6761   556.14014 1366.3226    8 16
6762   469.24487 695.5233    2 16
6763   250.71011 2181.779    6 16
6764   1423.1694 1838.9238    28 16
6765   1424.7559 749.3794    16 16
6766   321.81982 1341.1464    12 16
6767   709.8728 1355.6609    2 16
6768   383.8864 2176.9233    8 16
6769   640.32 1626.281    8 16
6770   249.71011 2172.542    8 16
6771   616.4061 611.4623    2 16
6772   2.3121529 325.18423    6 16
6773   603.9056 961.12103    4 16
6774   518.61505 383.5688    6 16
6775   144.81476 466.60608    12 16
6776   821.14954 1664.3843    14 16
6777   666.2009 1331.5537    6 16
6778   28.88935 229.67212    8 16
6779   852.55084 49.026115    14 16
6780   730.0066 1525.7913    14 16
6781   359.5121 2272.11    8 16
6782   851.86426 374.83783    14 16
6783   471.62103 1169.0597    8 16
6784   395.21362 1322.8342    2 16
6785   501.81647 521.8074    6 16
6786   381.8069 228.75761    4 16
6787   524.66766 554.2302    2 16
6788   567.35126 876.8971    4 16
6789   1473.1261 1654.2003    14 16
6790   1476.5721 150.58786    24 16
6791   486.61487 417.65723    12 16
6792   160.5501 474.77295    12 16
6793   47.891293 1255.1951    2 16
6794   852.2234 577.0992    10 16
6795   429.27167 419.459    8 16
6796   824.246 337.57257    14 16
6797   732.5924 1329.7213    8 16
6798   281.68164 1150.2544    12 16
6799   706.7654 1470.0786    10 16
6800   668.1633 1562.9819    8 16
6801   362.06592 1133.7874    8 16
6802   722.3872 1597.3357    8 16
6803   747.43774 1439.5571    14 16
6804   240.90945 871.9539    2 16
6805   502.8689 1301.8154    8 16
6806   720.2374 2212.0352    10 16
6807   352.94305 143.22873    4 16
6808   604.06586 1280.9646    14 16
6809   577.0311 1466.0793    6 16
6810   184.82281 714.1891    6 16
6811   588.07043 1543.261    24 16
6812   727.6614 1349.7083    14 16
6813   741.5112 318.9051    14 16
6814   1536.8042 2034.675    63 128
6815   47.977585 2010.5034    63 128
6816   1449.0627 1808.78    16 16
6817   781.7894 2191.3225    4 16
6818   812.27686 432.4499    14 16
6819   850.68616 2250.9063    14 16
6820   553.41833 926.4685    2 16
6821   484.67798 167.12675    8 16
6822   831.2183 2112.7603    6 16
6823   365.0935 1047.8293    10 16
6824   348.2694 469.648    16 16
6825   412.82324 2143.0967    20 16
6826   529.53613 138.289    4 16
6827   658.8667 1232.8237    6 16
6828   138.65674 1412.7825    12 16
6829   883.1856 324.5487    8 16
6830   37.834232 85.12287    8 16
6831   355.9077 42.919945    14 16
6832   560.75336 2231.851    2 16
6833   772.25 853.05005    2 16
6834   497.72876 2005.7925    6 16
6835   1695.9218 175.85742    24 16
6836   324.6062 612.6782    14 16
6837   83.63373 462.09778    28 16
6838   244.18736 574.244    6 16
6839   364.28082 962.5362    6 16
6840   508.2556 101.43758    4 16
6841   526.568 221.04694    4 16
6842   800.0311 704.566    6 16
6843   546.69336 134.78241    4 16
6844   534.0099 504.0802    8 16
6845   223.245 999.722    2 16
6846   56.769382 413.45508    14 16
6847   141.24867 8.605387    28 16
6848   621.3854 1524.3066    24 16
6849   723.68994 1504.6147    8 16
6850   603.93414 1180.9023    14 16
6851   94.36157 1043.8169    6 16
6852   519.41315 339.07733    8 16
6853   612.6868 1547.8716    6 16
6854   60.0986 723.1625    6 16
6855   239.94472 690.5073    8 16
6856   1464.2897 1877.9822    42 16
6857   525.00934 330.17902    4 16
6858   32.80868 333.947    4 16
6859   27.94129 769.65564    6 16
6860   848.524 2277.5    14 16
6861   1020.4778 518.50964    24 16
6862   661.0954 980.07715    6 16
6863   511.0244 710.89386    20 16
6864   195.83487 685.17206    8 16
6865   478.24048 1484.202    6 16
6866   27.571037 878.1204    8 16
6867   164.38863 1119.3738    2 16
6868   25.877037 101.98812    8 16
6869   638.8801 2269.7856    14 16
6870   279.68164 1167.6278    16 16
6871   300.86072 288.74445    6 16
6872   325.7422 1553.904    4 16
6873   438.69803 637.7491    2 16
6874   675.8943 1034.1074    8 16
6875   676.66815 669.1739    8 16
6876   521.1397 2082.519    16 16
6877   712.9219 443.0718    12 16
6878   611.39874 2034.8108    4 16
6879   674.09454 388.67816    12 16
6880   317.70605 28.311752    6 16
6881   35.11487 1288.3853    14 16
6882   1163.4004 1264.2485    4 16
6883   1154.0797 945.2163    101 80
6884   79.44267 949.19476    8 16
6885   336.00098 404.48904    6 16
6886   701.624 830.9225    6 16
6887   1380.6272 1825.8613    28 16
6888   251.97665 673.76074    4 16
6889   602.2759 1413.6533    6 16
6890   214.16519 306.45987    4 16
6891   604.8937 535.03674    8 16
6892   727.67706 675.563    14 16
6893   758.3542 1331.7311    8 16
6894   870.7403 2238.8184    2 16
6895   467.55865 1451.4565    2 16
6896   669.3854 626.5924    14 16
6897   292.20914 821.7109    14 16
6898   1627.7299 1235.8953    42 16
6899   160.4224 650.5906    24 16
6900   732.8988 358.20245    12 16
6901   725.64575 2175.332    6 16
6902   489.22812 64.17263    12 16
6903   556.07477 1682.8777    2 16
6904   190.15009 391.17264    6 16
6905   574.30457 2201.622    2 16
6906   165.13062 248.32935    12 16
6907   872.0974 147.35916    8 16
6908   121.43657 695.91675    8 16
6909   591.5646 128.7746    14 16
6910   1406.3743 1814.937    2 16
6911   281.35913 1595.677    14 16
6912   719.2495 1074.0554    2 16
6913   180.35608 1484.2563    2 16
6914   93.93525 529.3833    8 16
6915   852.7561 286.86084    12 16
6916   1092.6145 551.3933    4 16
6917   366.928 382.29407    8 16
6918   -3.4715576 493.76563    16 16
6919   44.26975 126.02934    4 16
6920   712.75085 52.110344    6 16
6921   176.22177 898.5349    4 16
6922   119.277084 1597.7329    16 16
6923   666.8014 828.25354    6 16
6924   546.6133 2135.7031    4 16
6925   1099.5408 551.3933    4 16
6926   374.16016 1394.4712    14 16
6927   488.5419 388.16382    6 16
6928   307.00903 1377.947    14 16
6929   76.07048 1413.1346    12 16
6930   729.6717 1228.9384    10 16
6931   703.66785 1423.415    2 16
6932   704.2501 2142.4468    14 16
6933   164.38434 1459.8254    16 16
6934   15.896364 986.0475    6 16
6935   872.33606 2134.8618    8 16
6936   773.6931 419.95242    2 16
6937   459.35333 60.314186    8 16
6938   200.67966 2074.85    14 16
6939   891.194 2213.5952    2 16
6940   295.78082 885.1019    6 16
6941   1476.3202 467.08633    24 16
6942   91.5426 728.266    12 16
6943   105.02028 266.41156    12 16
6944   419.6917 1521.2299    8 16
6945   830.7143 901.642    30 16
6946   626.3907 427.41006    14 16
6947   882.51587 177.52536    8 16
6948   93.93525 539.8998    8 16
6949   471.42947 444.8003    14 16
6950   782.63135 344.0014    6 16
6951   553.07477 1663.5586    8 16
6952   240.48251 1412.3254    4 16
6953   1102.8181 170.8507    16 16
6954   260.73273 2169.6094    8 16
6955   414.04828 322.92175    12 16
6956   791.01654 2060.3887    6 16
6957   441.89078 730.79224    4 16
6958   455.6548 1400.7727    14 16
6959   513.8213 1297.5151    14 16
6960   493.54926 128.29837    4 16
6961   1362.9531 1218.7588    24 16
6962   484.30118 47.634743    8 16
6963   214.25314 520.25653    14 16
6964   804.81934 836.9595    2 16
6965   503.04688 1450.4867    6 16
6966   318.1816 2208.4956    8 16
6967   692.35156 2048.1606    6 16
6968   402.29346 988.7259    22 16
6969   879.0964 616.79004    12 16
6970   459.15863 254.73431    6 16
6971   373.87326 1357.4658    14 16
6972   343.89545 318.79572    2 16
6973   499.0874 217.7503    8 16
6974   680.4336 962.9821    2 16
6975   762.2344 2212.7112    6 16
6976   220.0827 781.15173    2 16
6977   687.9595 833.43896    6 16
6978   820.84106 1439.2852    2 16
6979   786.1654 755.89404    8 16
6980   80.95677 103.234726    28 16
6981   1016.25854 1628.5383    72 112
6982   842.1316 142.1727    4 16
6983   1796.4944 861.9882    24 16
6984   216.40219 1541.8511    14 16
6985   624.70996 1556.582    8 16
6986   661.08374 439.92786    8 16
6987   335.8573 452.37784    14 16
6988   205.30649 2134.4063    8 16
6989   159.13272 907.4673    8 16
6990   811.766 444.9772    6 16
6991   447.4842 520.35583    6 16
6992   349.4227 738.92505    4 16
6993   799.5692 303.5766    12 16
6994   526.47876 1565.144    2 16
6995   681.11804 2153.6929    6 16
6996   484.44107 132.80022    8 16
6997   147.16782 1071.0206    6 16
6998   1001.5585 2079.064    42 16
6999   980.51697 2161.3604    6 16
7000   178.3389 2008.2878    2 16
7001   666.45325 1400.9512    8 16
7002   421.2707 1468.8259    8 16
7003   839.6559 1543.8293    14 16
7004   768.9233 953.38696    6 16
7005   652.37476 1012.1619    8 16
7006   227.79718 703.96436    4 16
7007   801.2483 2211.5474    6 16
7008   110.43323 191.8878    12 16
7009   834.5518 996.00024    2 16
7010   461.05997 1597.776    8 16
7011   321.94604 264.5374    2 16
7012   -0.15994227 1186.9546    4 16
7013   277.60327 810.95013    6 16
7014   498.74188 97.17873    8 16
7015   371.59973 626.95447    6 16
7016   75.175156 8.498369    24 16
7017   362.61584 605.44214    8 16
7018   1382.6168 718.7218    42 16
7019   108.67035 596.8303    8 16
7020   578.1775 986.1626    2 16
7021   253.0047 741.73566    6 16
7022   729.1653 1251.4209    8 16
7023   580.26416 331.5257    8 16
7024   348.0918 1238.1073    12 16
7025   180.0878 1613.9014    2 16
7026   228.62027 656.34143    4 16
7027   165.794 241.13641    4 16
7028   40.201782 682.9158    8 16
7029   381.82758 1162.6309    2 16
7030   273.35144 2048.6162    14 16
7031   608.65283 2000.5647    14 16
7032   868.23615 821.55347    8 16
7033   50.248665 1374.2788    4 16
7034   3.6277065 281.29565    8 16
7035   192.86594 912.3955    14 16
7036   56.44744 280.98993    8 16
7037   715.2418 994.9922    14 16
7038   704.38336 1363.7805    6 16
7039   319.22278 824.5314    26 16
7040   157.84442 1159.8699    12 16
7041   440.11023 1197.2197    8 16
7042   1588.3547 609.2687    42 16
7043   559.891 1421.604    14 16
7044   116.68906 422.68558    8 16
7045   872.3915 290.94806    14 16
7046   1643.6763 1195.9811    101 80
7047   621.2799 807.24524    18 16
7048   428.68103 283.99753    16 16
7049   165.99843 2114.3267    8 16
7050   879.1974 821.55347    4 16
7051   731.9828 82.64201    6 16
7052   400.31464 648.135    30 16
7053   400.71808 2048.0842    4 16
7054   788.52295 2155.4956    2 16
7055   607.4569 708.334    14 16
7056   486.577 1433.9622    14 16
7057   12.896364 962.2415    12 16
7058   135.19777 697.17053    6 16
7059   542.27026 2108.691    4 16
7060   478.72632 2269.7854    14 16
7061   584.37164 2172.4946    6 16
7062   416.36908 884.15137    84 96
7063   695.5951 486.1338    2 16
7064   753.68286 1580.8265    8 16
7065   321.3874 576.2981    8 16
7066   485.23553 1263.948    14 16
7067   619.4866 1451.438    28 16
7068   919.3305 1153.0128    84 96
7069   161.56447 549.65454    14 16
7070   1750.5996 1590.9075    8 16
7071   567.1988 729.0952    8 16
7072   368.45407 2235.206    2 16
7073   842.1897 429.172    6 16
7074   269.46478 1394.1606    12 16
7075   26.1941 727.439    14 16
7076   97.95767 1031.2864    2 16
7077   700.9174 1439.0417    2 16
7078   415.2912 2245.36    16 16
7079   848.82056 1448.3768    8 16
7080   277.82892 2207.83    8 16
7081   624.093 1140.8254    2 16
7082   661.0585 868.6796    30 16
7083   947.13525 1495.6582    84 96
7084   671.4487 1645.9202    14 16
7085   891.4971 714.51855    42 16
7086   698.9225 516.76746    14 16
7087   536.2364 347.6975    6 16
7088   828.5747 1448.196    2 16
7089   80.44267 963.307    6 16
7090   1165.271 1782.8047    8 16
7091   311.95453 1559.1592    6 16
7092   644.53986 521.0864    8 16
7093   215.78317 149.28392    4 16
7094   355.2895 1041.5371    8 16
7095   163.22984 1491.5969    2 16
7096   386.05432 2042.2295    6 16
7097   499.8833 1264.1824    14 16
7098   597.4238 2077.6624    6 16
7099   392.68704 598.051    30 16
7100   327.90533 2268.3247    6 16
7101   324.99152 1651.237    2 16
7102   131.85501 1013.6464    8 16
7103   172.31633 351.6847    18 16
7104   145.2727 1013.6464    6 16
7105   273.42163 966.8572    2 16
7106   391.0375 691.10474    6 16
7107   567.53076 2076.4336    4 16
7108   118.4989 286.34406    12 16
7109   427.25436 1541.5076    6 16
7110   636.5079 540.1663    2 16
7111   494.77325 2179.1401    14 16
7112   856.2177 396.1158    8 16
7113   276.127 158.83179    6 16
7114   669.08545 1034.1074    6 16
7115   101.83322 759.75024    4 16
7116   542.0834 771.4906    18 16
7117   997.4967 1464.4004    24 16
7118   138.05878 192.47252    12 16
7119   745.19507 1291.2842    2 16
7120   129.96605 470.51312    8 16
7121   809.52203 1665.9426    12 16
7122   418.86792 1562.3445    8 16
7123   573.33875 1040.3491    4 16
7124   62.145996 1341.741    12 16
7125   502.20325 1437.6238    14 16
7126   544.83386 1401.3445    12 16
7127   33.01674 1092.5837    12 16
7128   1407.7217 1874.8887    24 16
7129   16.229813 815.49634    8 16
7130   1633.9882 1490.8535    42 16
7131   883.33136 1908.73    84 96
7132   330.0883 2115.189    6 16
7133   301.08356 805.7678    14 16
7134   761.4159 1117.8179    16 16
7135   243.21085 1382.1125    8 16
7136   343.61246 1678.5461    2 16
7137   482.56305 729.5692    18 16
7138   546.7623 721.7092    4 16
7139   603.8025 1235.6191    14 16
7140   627.61444 673.688    14 16
7141   828.1999 444.9772    8 16
7142   785.87317 385.68924    8 16
7143   798.5442 1430.9218    4 16
7144   601.4858 422.80084    8 16
7145   533.5736 477.38373    8 16
7146   217.32823 403.93936    6 16
7147   591.2899 1049.5138    2 16
7148   443.58588 163.77228    4 16
7149   513.6295 577.3949    6 16
7150   154.30434 515.96326    4 16
7151   348.76938 549.6493    4 16
7152   531.96564 1405.3362    8 16
7153   213.02661 1249.7239    12 16
7154   392.75336 1621.2969    2 16
7155   700.624 823.44934    8 16
7156   1414.6675 1772.1155    24 16
7157   129.73322 1095.0884    14 16
7158   315.11847 396.89673    20 16
7159   1372.989 913.71497    24 16
7160   1070.7291 144.23605    42 16
7161   12.330273 705.5169    14 16
7162   394.7035 1065.6023    6 16
7163   574.38965 1282.2588    14 16
7164   441.40582 553.4704    14 16
7165   696.3557 609.5243    22 16
7166   1132.8774 186.24863    14 16
7167   16.330273 717.41534    6 16
7168   826.4407 356.16312    14 16
7169   239.07018 2265.2556    6 16
7170   126.11539 1133.2498    14 16
7171   320.93414 1024.0251    14 16
7172   332.06323 1471.8457    16 16
7173   774.12024 914.02606    2 16
7174   437.60986 143.72714    4 16
7175   653.3597 1378.39    2 16
7176   28.51707 956.6635    6 16
7177   633.95386 2045.7073    6 16
7178   235.06749 1439.2065    16 16
7179   809.63696 536.77954    14 16
7180   1071.9314 601.286    16 16
7181   554.80524 2009.0001    2 16
7182   140.27133 1202.7834    12 16
7183   166.26224 2094.52    8 16
7184   91.0233 921.6118    8 16
7185   2.0036507 787.7566    6 16
7186   673.65424 1335.8472    6 16
7187   1278.7065 2223.0037    84 96
7188   17.936268 462.09778    28 16
7189   1421.5869 441.01263    14 16
7190   242.5293 1578.2385    14 16
7191   46.34628 113.7601    28 16
7192   79.68369 1155.7843    14 16
7193   355.55383 704.71    4 16
7194   472.46304 80.698425    12 16
7195   506.9085 383.7876    4 16
7196   333.1828 2073.5962    8 16
7197   621.1283 517.8893    8 16
7198   704.2986 95.46449    8 16
7199   268.04565 595.21716    8 16
7200   811.3769 196.7378    6 16
7201   70.103 687.24756    8 16
7202   192.59007 709.77    14 16
7203   809.89746 578.7595    6 16
7204   1170.3672 1786.2388    42 16
7205   216.78317 141.95929    2 16
7206   481.6073 805.7046    20 16
7207   473.58057 464.4154    6 16
7208   420.2066 -1.3423033    8 16
7209   237.04726 521.9166    6 16
7210   321.2738 1078.4564    8 16
7211   541.32117 829.89233    14 16
7212   142.78583 146.9976    28 16
7213   797.9846 1525.5903    2 16
7214   1265.1815 1162.2368    101 80
7215   381.47775 294.8152    10 16
7216   700.3835 419.25845    2 16
7217   354.52335 915.6119    6 16
7218   753.9391 901.3899    8 16
7219   153.30434 524.0729    6 16
7220   1575.1018 849.0068    24 16
7221   695.4224 1133.7864    4 16
7222   136.23746 761.085    6 16
7223   566.6033 254.70886    2 16
7224   1612.9307 1574.085    16 16
7225   57.792572 768.0276    14 16
7226   1376.5281 755.51086    42 16
7227   332.04553 1577.7151    14 16
7228   79.55185 921.6118    6 16
7229   706.9831 2248.185    14 16
7230   640.83246 418.6734    14 16
7231   207.50378 300.48615    6 16
7232   471.2843 204.1351    2 16
7233   285.59546 1680.3792    2 16
7234   566.9103 1543.5513    24 16
7235   234.69745 732.09216    12 16
7236   455.5192 809.1085    16 16
7237   1730.4081 1087.398    101 80
7238   432.90628 1571.6963    2 16
7239   519.41315 392.4671    8 16
7240   711.9229 84.488884    8 16
7241   305.98962 766.60815    14 16
7242   1767.1786 1625.7224    84 96
7243   648.7374 2057.317    6 16
7244   835.59436 876.59235    2 16
7245   1679.5317 433.3319    42 16
7246   184.48239 1023.5066    8 16
7247   2.5252233 682.9158    6 16
7248   855.7561 262.44592    6 16
7249   323.0562 787.2218    6 16
7250   1470.3464 1794.6831    42 16
7251   562.40125 116.281876    8 16
7252   711.47345 369.7954    2 16
7253   743.7347 498.957    8 16
7254   327.1015 284.847    8 16
7255   51.585472 1321.3597    8 16
7256   842.5471 824.2317    8 16
7257   871.365 1646.6512    8 16
7258   1460.0532 1637.8994    16 16
7259   592.1218 2075.8005    2 16
7260   419.42108 177.35776    6 16
7261   28.570438 759.8346    8 16
7262   717.60486 574.32623    14 16
7263   556.1215 1399.5427    12 16
7264   769.55304 908.7794    30 16
7265   694.15076 81.62087    14 16
7266   411.5242 1307.1555    2 16
7267   1.0403471 1152.9534    20 16
7268   182.68863 751.67896    6 16
7269   595.4725 287.708    8 16
7270   647.8342 145.05942    8 16
7271   680.2803 2266.1157    14 16
7272   40.360313 1038.9612    12 16
7273   228.23715 608.5041    4 16
7274   746.2406 976.028    16 16
7275   234.11942 1516.2    2 16
7276   753.19885 656.0364    18 16
7277   241.64236 751.68805    6 16
7278   373.8162 1183.8834    12 16
7279   351.28015 17.774292    14 16
7280   254.23999 1644.2476    16 16
7281   339.53928 413.08932    8 16
7282   488.303 468.74622    8 16
7283   890.504 745.2158    2 16
7284   268.39276 312.2879    2 16
7285   320.34576 1341.1464    2 16
7286   751.64044 413.84164    2 16
7287   603.99976 30.789566    8 16
7288   457.14746 2260.3604    2 16
7289   669.4235 1534.1846    14 16
7290   112.44255 1272.9421    12 16
7291   1144.7429 1749.9304    16 16
7292   568.35126 881.91736    2 16
7293   28.570438 740.1924    8 16
7294   594.6518 2039.8519    16 16
7295   835.8157 1008.8733    16 16
7296   681.8749 2162.8008    8 16
7297   17.940739 1121.2175    6 16
7298   1478.4204 2105.8142    42 16
7299   278.98914 2255.3623    14 16
7300   130.23077 214.26587    8 16
7301   811.0836 250.19067    6 16
7302   665.80005 1199.9292    14 16
7303   1464.2897 1824.192    42 16
7304   247.2471 215.39792    8 16
7305   477.7567 1629.5549    24 16
7306   1058.5404 488.0962    16 16
7307   798.1039 75.63364    8 16
7308   718.7581 163.92004    14 16
7309   239.52739 1513.981    2 16
7310   788.27576 2067.1387    2 16
7311   179.11337 1329.0571    20 16
7312   807.60535 1645.6057    12 16
7313   768.6079 2151.775    6 16
7314   862.7339 124.785675    2 16
7315   95.3004 275.28595    4 16
7316   160.5501 463.7575    12 16
7317   514.0719 -0.3831706    14 16
7318   768.01917 267.26758    14 16
7319   653.0204 123.84674    6 16
