# Legalization file
2360 148   0.0 0.0     1.0 16.0
16582   1158.8406 248.43008    14 16
16583   768.6956 14.57473    8 16
16584   543.7251 1983.0261    2 16
16585   1007.48157 1937.6869    18 16
16586   1194.4585 844.31213    14 16
16587   1049.0228 351.30383    8 16
16588   1252.8618 2140.5735    14 16
16589   1361.9468 716.98804    8 16
16590   1499.0197 245.4259    14 16
16591   1070.9954 1990.0259    4 16
16592   1792.1971 246.6549    14 16
16593   374.30322 483.61053    12 16
16594   1131.33 542.6549    8 16
16595   205.6135 612.84985    6 16
16596   936.26404 1425.2449    8 16
16597   230.92494 472.522    12 16
16598   215.72198 270.82227    12 16
16599   1126.2291 2334.8228    18 16
16600   602.9284 752.05566    12 16
16601   1532.6421 1541.325    14 16
16602   869.5439 712.29205    14 16
16603   978.0315 1282.9464    14 16
16604   994.95886 201.43056    8 16
16605   1790.5707 1297.6658    14 16
16606   1404.446 1550.4666    14 16
16607   1261.8118 610.313    14 16
16608   1009.7073 830.25433    8 16
16609   364.2129 1309.5225    6 16
16610   304.6759 1948.5798    6 16
16611   739.8933 2305.912    14 16
16612   304.14685 933.62354    4 16
16613   1361.9875 441.08893    10 16
16614   1755.9924 1281.0537    8 16
16615   535.1901 1710.1604    12 16
16616   1013.6673 1252.0343    14 16
16617   1703.2234 648.69745    8 16
16618   248.5553 1272.7672    6 16
16619   797.63904 2059.3076    8 16
16620   647.12146 1950.3048    10 16
16621   200.67566 312.0445    6 16
16622   1580.4751 1492.2549    14 16
16623   1765.2773 143.27765    14 16
16624   1498.721 1912.0061    14 16
16625   157.3567 2223.1792    6 16
16626   750.78485 774.7014    8 16
16627   1199.0708 1381.3213    8 16
16628   9.264767 1147.5168    14 16
16629   1795.7101 194.26831    8 16
16630   974.85394 956.07294    8 16
16631   1813.0803 728.7129    18 16
16632   976.97485 2142.7222    18 16
16633   337.48077 2111.1846    14 16
16634   809.2644 28.250275    8 16
16635   1100.0261 1152.4641    8 16
16636   1174.6653 1514.602    8 16
16637   514.6775 48.94604    14 16
16638   1753.4578 2013.6454    8 16
16639   1030.4387 2227.4585    8 16
16640   1499.7722 1817.0096    14 16
16641   1305.6714 1762.9202    6 16
16642   1157.9385 612.8274    14 16
16643   365.06696 1121.5894    8 16
16644   800.42896 1151.875    4 16
16645   691.79266 305.022    6 16
16646   1833.3547 738.64215    18 16
16647   1241.3713 2229.418    14 16
16648   165.74486 1315.2776    6 16
16649   1779.0985 136.35582    14 16
16650   1070.7755 414.41797    14 16
16651   1197.981 1239.6775    8 16
16652   1273.5764 1218.9523    14 16
16653   1048.4458 511.13232    14 16
16654   454.7917 1837.4635    14 16
16655   1720.9104 2333.2393    8 16
16656   933.1367 875.6571    8 16
16657   193.31252 326.47803    2 16
16658   214.10251 518.1961    14 16
16659   1770.5951 15.204002    8 16
16660   653.14246 1988.9388    6 16
16661   97.70174 1317.335    2 16
16662   1863.5225 1602.3981    14 16
16663   1820.0261 383.81165    14 16
16664   385.8432 141.9173    8 16
16665   156.20447 1206.7017    18 16
16666   892.7909 783.8766    8 16
16667   1075.3207 1491.4452    14 16
16668   1050.5911 2120.5957    8 16
16669   608.98645 1331.4663    14 16
16670   323.46942 1711.4395    14 16
16671   1667.2056 2205.5469    8 16
16672   1714.0417 2014.7911    8 16
16673   471.17938 847.1411    14 16
16674   1470.3284 1914.1074    14 16
16675   1592.6519 1473.542    14 16
16676   1063.6577 327.34012    14 16
16677   607.447 960.1605    14 16
16678   1002.48755 1510.3829    18 16
16679   1370.4698 1671.5356    8 16
16680   738.08936 1093.2032    6 16
16681   1242.2966 2262.923    14 16
16682   1078.5212 753.088    14 16
16683   199.7095 1295.8579    8 16
16684   1147.5603 1579.2855    8 16
16685   1411.5488 246.673    8 16
16686   3.8411121 1919.8694    12 16
16687   704.4175 372.0251    10 16
16688   1496.1309 1743.5037    14 16
16689   149.6646 2299.9521    6 16
16690   430.1563 1223.299    8 16
16691   929.41003 2123.7942    18 16
16692   1824.6166 1317.2031    8 16
16693   676.3682 1166.6194    6 16
16694   387.8687 1858.0582    8 16
16695   1835.8612 308.71338    14 16
16696   572.27765 867.1265    6 16
16697   1664.4968 876.5546    14 16
16698   1174.3512 529.6305    18 16
16699   1406.6389 479.10257    6 16
16700   1636.6699 1412.1309    8 16
16701   1162.2582 788.41077    8 16
16702   836.0984 1510.0476    14 16
16703   1724.1765 416.3991    8 16
16704   577.3861 540.39685    14 16
16705   878.5316 1051.8784    14 16
16706   836.56104 1560.9681    14 16
16707   950.1244 331.1875    8 16
16708   915.38556 1822.7625    18 16
16709   55.00691 179.37549    12 16
16710   1010.6366 1362.1309    2 16
16711   1447.8243 1720.2844    18 16
16712   737.3076 550.939    12 16
16713   1320.2501 1725.5015    8 16
16714   1097.4761 16.284275    14 16
16715   1405.8918 1229.5823    8 16
16716   412.28473 2309.9287    14 16
16717   732.61536 33.92831    8 16
16718   1172.0444 562.7114    14 16
16719   872.51807 317.82416    8 16
16720   1270.7964 2028.7068    18 16
16721   1022.98694 1902.7809    6 16
16722   500.80438 81.90264    12 16
16723   638.3434 2096.7168    8 16
16724   705.3594 1130.83    8 16
16725   507.34186 1532.2725    8 16
16726   265.96674 1295.2507    6 16
16727   174.19113 244.63785    6 16
16728   1115.1301 929.5027    6 16
16729   600.0856 11.785414    8 16
16730   1078.1165 2088.8057    6 16
16731   1105.7839 1571.4313    8 16
16732   980.15845 580.1936    8 16
16733   1295.2778 1645.8469    6 16
16734   843.9142 1406.2749    18 16
16735   1030.7166 1771.9506    6 16
16736   1655.2623 79.53401    8 16
16737   635.214 1735.1399    4 16
16738   1018.18994 582.4321    14 16
16739   49.647423 865.6339    12 16
16740   284.99463 693.83777    12 16
16741   1151.0046 903.3905    6 16
16742   185.8938 808.3154    14 16
16743   1766.4246 2101.7988    8 16
16744   483.5299 1713.1506    6 16
16745   1120.6929 1611.373    8 16
16746   720.7447 697.849    14 16
16747   42.55922 1351.9268    8 16
16748   1619.846 628.57214    6 16
16749   30.414047 169.35252    14 16
16750   1358.7412 2350.507    18 16
16751   1796.7722 284.7156    8 16
16752   1839.5435 882.3189    8 16
16753   378.58673 203.91946    6 16
16754   330.6164 1067.8923    6 16
16755   279.07544 2110.8489    14 16
16756   1082.7312 1285.7878    8 16
16757   317.8885 156.22379    6 16
16758   275.17816 2172.3306    8 16
16759   333.48355 262.5381    6 16
16760   456.0627 2078.3606    18 16
16761   812.5838 1429.1014    18 16
16762   1711.2219 903.11755    6 16
16763   688.11597 42.661892    14 16
16764   35.89157 1800.2976    14 16
16765   313.08163 1407.76    6 16
16766   1795.9115 123.6142    8 16
16767   1010.1812 2193.429    18 16
16768   843.4099 1950.4609    8 16
16769   576.9415 1691.9197    4 16
16770   441.48935 271.53418    14 16
16771   1850.5698 1220.4219    8 16
16772   836.17285 1452.98    6 16
16773   1794.1315 1826.6477    14 16
16774   441.02173 1613.7327    8 16
16775   1388.876 297.0677    14 16
16776   714.04083 1427.4159    10 16
16777   1779.9543 1507.2732    14 16
16778   367.06818 1585.4005    14 16
16779   1366.5706 2205.122    20 16
16780   284.60214 647.9184    8 16
16781   930.9485 1007.74744    18 16
16782   806.10236 1121.4912    14 16
16783   75.09884 983.05585    8 16
16784   1108.0027 2175.2747    14 16
16785   242.96078 1946.3123    10 16
16786   1421.4767 1776.5131    14 16
16787   962.6476 903.96545    8 16
16788   1753.04 58.309494    8 16
16789   914.4415 1410.065    14 16
16790   1050.3583 268.8778    8 16
16791   1390.3668 1907.6174    14 16
16792   1356.3047 1969.0044    8 16
16793   1011.8312 1273.3386    8 16
16794   1297.315 459.6341    8 16
16795   1012.5785 2100.2578    8 16
16796   1195.5071 1617.0824    6 16
16797   747.84503 1335.1045    14 16
16798   330.2586 2309.2783    14 16
16799   306.38373 614.5531    8 16
16800   582.9822 825.4357    6 16
16801   703.3685 1320.7148    14 16
16802   1553.9882 581.6236    10 16
16803   155.68307 1065.9082    12 16
16804   1076.8875 1139.0239    14 16
16805   1594.0835 26.583237    8 16
16806   1356.9255 1162.7012    8 16
16807   320.56473 1573.2852    12 16
16808   1637.0313 1225.1698    8 16
16809   227.05902 849.3426    14 16
16810   9.346354 1020.6582    8 16
16811   570.54443 1560.0437    8 16
16812   1649.9026 1085.1597    14 16
16813   35.648636 425.9886    8 16
16814   890.23047 1871.5334    6 16
16815   194.59897 409.37125    12 16
16816   375.83246 2196.605    12 16
16817   1353.7908 1287.8451    8 16
16818   625.3573 1848.5896    14 16
16819   622.6404 1527.9746    6 16
16820   53.949257 1141.872    8 16
16821   965.17914 249.78711    8 16
16822   1749.7522 1919.2446    14 16
16823   1469.1201 1935.7666    14 16
16824   1754.0061 1313.8452    14 16
16825   1862.95 454.72797    8 16
16826   1474.6942 956.5567    6 16
16827   1409.5474 1075.817    8 16
16828   1239.0541 253.3422    2 16
16829   196.86009 663.11816    6 16
16830   514.8799 620.82886    8 16
16831   915.21124 564.2389    14 16
16832   393.02924 651.90845    12 16
16833   935.4 1566.6118    8 16
16834   461.9621 1994.3467    6 16
16835   29.297783 1672.4297    8 16
16836   1852.4873 1623.3918    14 16
16837   899.7734 761.7741    8 16
16838   1648.3306 1137.9468    8 16
16839   826.9184 2164.8115    12 16
16840   528.41394 597.7168    8 16
16841   823.427 1618.4966    12 16
16842   1824.8151 39.898865    8 16
16843   1046.9932 1164.6631    8 16
16844   1813.3088 432.87283    8 16
16845   1863.8918 1774.5416    10 16
16846   330.36725 2351.974    14 16
16847   1148.6963 922.453    6 16
16848   396.24658 307.31158    8 16
16849   274.5238 435.21814    12 16
16850   439.42285 2147.4307    8 16
16851   448.4179 106.64185    12 16
16852   755.56793 422.51935    14 16
16853   1589.5032 47.01879    8 16
16854   1861.4054 334.22714    14 16
16855   111.36563 49.278763    8 16
16856   542.03845 632.0047    6 16
16857   448.64523 1445.5518    14 16
16858   835.4974 1728.9873    8 16
16859   1709.866 1119.7302    14 16
16860   1055.2491 794.84485    8 16
16861   1678.5413 322.71503    14 16
16862   1435.0232 1923.3906    14 16
16863   845.0144 2102.2202    8 16
16864   990.4608 77.85606    14 16
16865   1286.019 2028.7068    18 16
16866   674.77484 1726.4956    4 16
16867   585.97186 308.15558    12 16
16868   1684.7692 1548.1398    8 16
16869   474.95612 689.86426    12 16
16870   1096.6893 1960.2599    8 16
16871   1870.9014 630.10345    18 16
16872   442.57886 2267.687    12 16
16873   1433.5624 1897.9692    8 16
16874   1673.6792 1349.8647    14 16
16875   809.2213 362.6541    8 16
16876   1040.2278 546.1006    8 16
16877   418.40454 1568.5283    14 16
16878   1690.261 373.0285    14 16
16879   1170.911 1792.8303    6 16
16880   170.28537 1694.9974    14 16
16881   167.6629 1334.9485    6 16
16882   149.1574 1309.3054    6 16
16883   1455.7366 582.4468    6 16
16884   1466.1398 211.1018    14 16
16885   1824.885 533.5145    8 16
16886   337.94012 1910.6594    12 16
16887   359.45398 1253.2903    2 16
16888   500.74185 1308.9482    14 16
16889   1521.9996 1403.2968    14 16
16890   1223.8191 145.71619    8 16
16891   1373.7854 276.97998    8 16
16892   196.6466 986.3451    14 16
16893   973.8258 1566.3405    18 16
16894   480.58926 378.97302    14 16
16895   1797.7546 1196.969    14 16
16896   1502.7316 1515.2742    14 16
16897   1359.825 492.33746    8 16
16898   1695.613 1951.6057    10 16
16899   277.94086 753.2439    8 16
16900   1879.5671 1602.3981    8 16
16901   313.99408 1222.7046    6 16
16902   1191.5757 512.91003    18 16
16903   1637.6929 543.6547    10 16
16904   1296.0005 857.43115    14 16
16905   404.504 1055.553    6 16
16906   1101.1423 556.4019    8 16
16907   -0.8213272 2025.2026    14 16
16908   1418.6708 410.10876    14 16
16909   820.64734 837.9784    14 16
16910   276.97427 1865.6559    8 16
16911   703.2436 1901.1687    10 16
16912   1377.5989 242.43149    8 16
16913   4.9721956 2355.3225    14 16
16914   390.3424 1214.5409    2 16
16915   176.36827 206.95026    6 16
16916   678.67377 96.80817    8 16
16917   1109.29 975.2461    6 16
16918   748.786 602.68066    8 16
16919   568.7775 772.5027    12 16
16920   619.4086 1047.0994    6 16
16921   279.43307 1689.2253    6 16
16922   369.53973 755.93616    12 16
16923   1870.8296 1625.1727    14 16
16924   1394.7054 1578.1235    8 16
16925   1485.1575 1556.9541    14 16
16926   1425.4431 780.7054    6 16
16927   781.60785 102.10419    6 16
16928   797.50745 1429.1014    18 16
16929   891.96826 338.6399    6 16
16930   1520.7222 1067.9856    8 16
16931   944.05774 2086.125    18 16
16932   383.9414 1480.5752    6 16
16933   1557.9802 1041.8899    14 16
16934   184.56213 1542.3037    14 16
16935   1736.4727 701.2412    14 16
16936   483.3199 978.6709    2 16
16937   477.7993 15.745995    14 16
16938   1837.7084 1003.7195    6 16
16939   883.0664 329.55396    6 16
16940   862.14514 1411.4902    18 16
16941   579.2328 791.508    6 16
16942   754.48865 1685.9446    6 16
16943   1316.9016 1051.7303    8 16
16944   523.3778 2173.9224    12 16
16945   1262.2241 813.109    14 16
16946   848.9148 1326.6338    8 16
16947   1196.0955 772.15967    8 16
16948   824.4854 1134.8403    6 16
16949   1209.5776 829.4964    14 16
16950   823.4854 1102.5802    8 16
16951   418.72308 414.9418    8 16
16952   389.6433 300.04245    8 16
16953   1781.5828 1465.6047    2 16
16954   1877.6086 533.2162    8 16
16955   171.55368 1764.8315    14 16
16956   1495.118 1388.1658    14 16
16957   26.803703 1938.4038    12 16
16958   1226.2539 1389.9583    6 16
16959   1740.3403 1886.7578    8 16
16960   492.53033 1663.8462    8 16
16961   863.9697 279.11588    6 16
16962   555.08704 1219.197    8 16
16963   1066.569 1486.3396    8 16
16964   394.53064 1315.1757    6 16
16965   1061.094 1803.308    8 16
16966   1180.9941 1555.5267    14 16
16967   50.85596 2179.0664    12 16
16968   219.35213 1805.8445    6 16
16969   775.3008 2319.8237    8 16
16970   818.7857 1661.6294    18 16
16971   971.643 278.97815    14 16
16972   638.22253 1549.646    8 16
16973   525.839 1769.0474    6 16
16974   858.35974 2146.2698    8 16
16975   30.814667 1020.6582    14 16
16976   1176.8864 1107.0063    2 16
16977   732.5006 592.5707    12 16
16978   32.57708 2280.3213    12 16
16979   1361.3208 485.43872    2 16
16980   641.0322 1848.5895    14 16
16981   970.489 2351.6836    8 16
16982   1383.2527 1324.8374    6 16
16983   648.25494 368.5974    6 16
16984   1221.8921 392.39322    14 16
16985   347.39197 196.34996    6 16
16986   1722.7786 350.72482    14 16
16987   1054.4974 495.42697    8 16
16988   1490.1018 918.1022    8 16
16989   22.95751 809.0106    14 16
16990   135.50854 206.0698    14 16
16991   1108.826 508.4862    14 16
16992   705.4484 694.42566    14 16
16993   1485.867 977.01965    10 16
16994   1261.7041 1023.1633    14 16
16995   1782.5386 1249.6545    8 16
16996   1419.383 281.01407    8 16
16997   1017.3898 614.98535    14 16
16998   862.91736 1583.1199    14 16
16999   891.3519 1084.7603    8 16
17000   534.1006 20.93759    8 16
17001   1797.1315 1840.6938    8 16
17002   1781.0605 2301.4414    8 16
17003   1162.3064 1942.9355    8 16
17004   1664.5942 1994.6888    6 16
17005   981.23035 1217.312    14 16
17006   260.38123 472.522    12 16
17007   1351.6956 985.54364    6 16
17008   848.8933 790.8034    14 16
17009   1752.0685 475.3336    14 16
17010   617.7115 810.90295    14 16
17011   255.32932 223.6653    14 16
17012   411.4751 1193.0485    4 16
17013   311.32178 392.99075    4 16
17014   106.00962 1638.1497    6 16
17015   888.8231 2058.085    8 16
17016   850.32715 2113.3953    8 16
17017   415.1019 68.27681    12 16
17018   501.63416 655.2178    12 16
17019   1297.3232 816.0429    14 16
17020   1782.1711 1560.116    8 16
17021   1860.5696 180.30855    8 16
17022   1563.554 521.39984    14 16
17023   1851.5122 308.71338    8 16
17024   401.12766 515.8176    14 16
17025   508.5204 2162.6724    12 16
17026   1667.9265 1784.9722    8 16
17027   374.51096 1106.133    14 16
17028   363.44037 1106.133    14 16
17029   993.1897 2350.2737    18 16
17030   105.20599 2012.8242    8 16
17031   419.8601 1193.0485    6 16
17032   386.44202 1820.2004    14 16
17033   1309.4465 1172.9281    6 16
17034   277.2704 1331.8319    8 16
17035   1371.8948 2085.0186    18 16
17036   1705.4752 382.2304    14 16
17037   255.6745 1646.7576    6 16
17038   918.9808 1425.2449    12 16
17039   811.3545 2303.7734    8 16
17040   637.8008 801.2197    14 16
17041   1101.7773 1836.365    6 16
17042   569.95764 98.10834    12 16
17043   415.97852 39.84593    8 16
17044   1846.3877 1496.4048    8 16
17045   1081.7261 1194.8956    14 16
17046   343.3006 391.65613    6 16
17047   736.6456 205.8293    8 16
17048   1567.1108 15.579481    8 16
17049   1580.5161 1850.7389    8 16
17050   353.46106 1748.2217    12 16
17051   173.2893 2111.1182    14 16
17052   1086.7811 1951.48    2 16
17053   243.95358 1337.1847    6 16
17054   289.8395 1125.5276    12 16
17055   1625.984 1120.4246    8 16
17056   1663.0242 2104.7139    8 16
17057   1767.8081 90.81235    8 16
17058   1153.4476 1781.8359    6 16
17059   710.12415 473.18042    6 16
17060   1076.6656 2269.7021    14 16
17061   735.24335 1310.7527    14 16
17062   1323.3936 1922.5447    8 16
17063   833.6389 257.2262    14 16
17064   1424.154 1499.1234    14 16
17065   266.3598 1486.8633    6 16
17066   750.21185 1072.9736    8 16
17067   298.16595 623.8456    8 16
17068   797.6011 675.8279    8 16
17069   720.31177 970.06396    14 16
17070   1612.2406 613.87195    6 16
17071   635.6561 1752.7301    4 16
17072   735.0759 362.64618    6 16
17073   1699.7781 1250.5852    8 16
17074   1808.0574 316.36578    8 16
17075   1203.6438 1612.658    6 16
17076   173.21515 1273.3807    6 16
17077   788.30615 831.5552    8 16
17078   365.91534 1830.4371    14 16
17079   1580.5621 601.74097    6 16
17080   1571.9448 721.7596    6 16
17081   1040.9434 279.6589    8 16
17082   1795.6726 575.11194    8 16
17083   1603.0857 146.6012    14 16
17084   1676.0964 375.0639    2 16
17085   317.71558 1956.6682    10 16
17086   1072.7119 970.43634    8 16
17087   1655.8871 2142.1753    8 16
17088   4.9721994 129.26051    14 16
17089   243.4057 2043.9377    12 16
17090   1515.4817 2069.102    14 16
17091   5.465988 1283.5587    18 16
17092   1419.7166 512.24506    14 16
17093   821.09656 1491.1855    6 16
17094   703.1162 392.56052    12 16
17095   980.8157 312.55682    8 16
17096   1719.0281 427.93085    8 16
17097   -1.5784106 1147.5168    14 16
17098   631.8187 1211.7184    8 16
17099   590.704 1510.9929    6 16
17100   767.5674 830.50244    8 16
17101   929.56586 268.1479    8 16
17102   1757.545 2067.514    8 16
17103   39.73291 1105.7947    12 16
17104   1382.179 1389.0303    8 16
17105   645.68506 1386.7225    10 16
17106   614.9594 1548.3616    6 16
17107   1507.208 530.1643    8 16
17108   1792.5073 102.04782    14 16
17109   623.371 418.0488    14 16
17110   702.1995 639.98096    12 16
17111   119.62895 2073.8145    8 16
17112   1188.8826 447.64063    6 16
17113   1368.8223 1208.6381    6 16
17114   200.79135 2240.347    6 16
17115   1307.292 1367.0962    10 16
17116   1212.8201 577.36084    14 16
17117   1782.6285 1859.9229    8 16
17118   703.7632 1033.6814    14 16
17119   1761.4014 15.204002    8 16
17120   764.7384 1063.344    8 16
17121   992.41766 1363.3679    14 16
17122   262.78418 1385.2122    2 16
17123   1127.1968 1741.4087    14 16
17124   472.51678 2237.6362    14 16
17125   302.77466 404.7392    6 16
17126   1694.0242 891.9148    14 16
17127   1620.9623 197.10863    8 16
17128   745.54114 2287.6636    12 16
17129   1627.5096 2238.5483    4 16
17130   1505.0679 421.32492    8 16
17131   1835.7424 2183.6724    8 16
17132   1494.4377 1863.7599    14 16
17133   1726.9998 427.93085    8 16
17134   1477.5192 1328.5586    14 16
17135   607.9238 640.6676    12 16
17136   1054.227 1606.3383    8 16
17137   1788.9874 1473.6615    14 16
17138   1666.1799 1473.6648    8 16
17139   195.23267 1856.2645    14 16
17140   1225.0675 529.6305    18 16
17141   1421.5741 1519.0193    14 16
17142   1863.8066 1540.4824    2 16
17143   1635.0742 96.74254    8 16
17144   394.1457 760.622    8 16
17145   837.1695 1633.5149    12 16
17146   1598.2131 2320.5557    8 16
17147   1790.765 2339.135    8 16
17148   193.31773 695.88464    6 16
17149   1274.6045 873.83435    14 16
17150   1151.0046 913.7882    6 16
17151   1192.2933 262.29272    14 16
17152   369.1113 1505.3984    14 16
17153   539.5403 1578.1785    8 16
17154   1606.2866 427.15442    14 16
17155   112.56453 1588.7211    6 16
17156   1451.3115 79.41993    14 16
17157   586.5127 2023.2294    10 16
17158   916.0025 973.11475    14 16
17159   1098.6487 1801.9479    8 16
17160   1557.6777 2098.669    2 16
17161   102.33068 2142.7422    8 16
17162   34.59888 1267.0216    18 16
17163   1377.7737 1828.3584    10 16
17164   1274.8372 1007.2191    8 16
17165   1694.3058 1684.7946    14 16
17166   111.07655 151.85449    12 16
17167   1829.3712 1818.1885    8 16
17168   710.3965 2166.1296    6 16
17169   1422.3967 2095.8835    14 16
17170   1784.4666 783.0814    8 16
17171   1190.4319 375.25195    14 16
17172   1345.3035 15.185432    8 16
17173   1390.0891 614.1726    14 16
17174   1442.0537 595.3397    6 16
17175   1726.8513 1914.9902    2 16
17176   277.8105 239.86588    6 16
17177   817.6297 499.69434    8 16
17178   508.26788 1607.2709    6 16
17179   141.64075 1539.9474    10 16
17180   1378.9365 172.29617    8 16
17181   1286.7322 1645.8469    6 16
17182   792.08606 1910.2485    8 16
17183   1709.6394 1658.7952    14 16
17184   1649.0824 1346.3586    14 16
17185   1463.8265 147.12515    14 16
17186   1474.2195 1702.7798    2 16
17187   1481.7087 1180.5443    8 16
17188   1031.1317 736.07336    14 16
17189   276.62286 931.29126    6 16
17190   874.33264 1291.2397    14 16
17191   1411.446 1862.678    4 16
17192   546.2207 967.0183    6 16
17193   1296.2103 544.86194    14 16
17194   1375.7661 1451.9205    20 16
17195   340.85812 479.01794    12 16
17196   1677.5847 1559.6106    14 16
17197   1314.8739 1107.439    8 16
17198   1077.5525 2070.4082    8 16
17199   1545.2144 2085.226    18 16
17200   1061.279 344.37717    8 16
17201   1739.5476 11.1046295    14 16
17202   128.06277 1186.2339    18 16
17203   271.93182 2094.6106    14 16
17204   175.4695 1283.3054    6 16
17205   1372.3936 2314.1177    18 16
17206   199.20697 808.3154    14 16
17207   269.1823 1166.333    6 16
17208   1728.3245 399.59802    2 16
17209   190.66646 2175.8926    8 16
17210   75.13314 902.00085    12 16
17211   1039.3511 1362.1309    2 16
17212   808.88916 460.16147    8 16
17213   513.4386 2151.1624    8 16
17214   1311.5316 1718.4419    6 16
17215   1177.1377 1778.1683    18 16
17216   1112.6299 16.284275    14 16
17217   1070.1284 1667.3551    14 16
17218   707.08264 551.3389    12 16
17219   392.81796 1833.3749    14 16
17220   1404.4417 2045.6709    18 16
17221   210.61827 389.95123    12 16
17222   1382.7231 442.5173    4 16
17223   1316.0613 1251.7388    10 16
17224   900.64795 827.0758    14 16
17225   1358.554 666.82544    14 16
17226   678.0995 1639.0144    10 16
17227   1451.9377 1244.9883    8 16
17228   1762.6687 2115.061    8 16
17229   1576.2295 123.82582    8 16
17230   1093.0122 1891.2559    14 16
17231   35.240677 457.84882    14 16
17232   353.46106 1735.8767    12 16
17233   1043.1962 1282.7025    14 16
17234   158.18472 1801.3132    8 16
17235   1342.0056 110.37485    6 16
17236   131.37036 41.096085    8 16
17237   1532.873 2091.7358    8 16
17238   1108.372 383.38364    14 16
17239   1782.8169 855.1956    6 16
17240   1267.6833 1407.9329    6 16
17241   656.5737 1903.2932    14 16
17242   1275.8865 211.54727    8 16
17243   1638.1398 1467.8589    14 16
17244   1141.1846 562.28326    8 16
17245   1067.5289 990.05383    6 16
17246   329.7579 2199.0435    12 16
17247   807.99335 396.21072    2 16
17248   187.32193 363.63843    12 16
17249   1286.2056 -2.1657567    14 16
17250   166.7561 2351.5217    6 16
17251   705.8347 657.2401    14 16
17252   974.52966 814.31134    14 16
17253   113.24901 1304.2927    6 16
17254   860.1382 2213.7068    14 16
17255   1859.0023 2019.3323    14 16
17256   1025.2745 1991.6406    18 16
17257   386.3454 906.1989    8 16
17258   1691.4067 281.53162    14 16
17259   428.74518 113.75027    6 16
17260   1096.7532 2108.224    6 16
17261   357.8763 656.40765    8 16
17262   1585.7141 1720.4202    14 16
17263   481.6624 45.867767    14 16
17264   1583.7544 1044.8245    14 16
17265   1865.2107 964.55176    12 16
17266   1566.554 476.05145    8 16
17267   390.3603 2346.6475    8 16
17268   1010.7595 666.8523    8 16
17269   25.658566 1020.6582    8 16
17270   566.5067 1224.9751    14 16
17271   570.611 972.5781    8 16
17272   692.0049 2100.544    6 16
17273   1729.7778 730.5178    14 16
17274   554.3528 1089.4446    2 16
17275   523.3778 2186.037    12 16
17276   936.38055 930.4361    8 16
17277   624.371 477.01315    12 16
17278   385.8097 1041.4963    10 16
17279   744.2058 1647.7424    6 16
17280   1377.8438 1074.5205    8 16
17281   113.991936 1206.7017    18 16
17282   156.12616 316.77612    8 16
17283   891.3448 358.2708    6 16
17284   752.1435 2347.2317    8 16
17285   1188.551 1010.6183    2 16
17286   1003.82837 110.10822    14 16
17287   1283.737 772.2195    14 16
17288   661.813 680.5099    8 16
17289   1090.1459 2045.6904    18 16
17290   542.98303 713.8737    12 16
17291   156.23157 385.4299    12 16
17292   1263.1111 361.12146    8 16
17293   327.77228 637.6809    6 16
17294   1450.2715 1754.5989    2 16
17295   512.4348 1764.571    6 16
17296   856.93304 1671.5131    4 16
17297   1246.108 1880.794    8 16
17298   1622.1821 1467.2699    14 16
17299   218.78333 1081.752    6 16
17300   485.09552 600.49133    6 16
17301   463.93533 757.4374    6 16
17302   1069.3981 1477.7161    8 16
17303   64.135155 2177.4397    12 16
17304   1143.6826 1810.4683    6 16
17305   1731.3926 1363.5078    14 16
17306   1838.2358 1073.1417    8 16
17307   1532.6421 1563.9314    14 16
17308   389.71185 484.94025    6 16
17309   346.00412 325.0307    12 16
17310   1237.4731 2154.0532    14 16
17311   1811.361 1011.6199    6 16
17312   114.26433 2260.9937    12 16
17313   145.66583 1504.574    10 16
17314   1351.8062 1399.3364    8 16
17315   277.11923 362.73248    6 16
17316   613.90546 1727.42    8 16
17317   88.41545 193.4198    12 16
17318   1221.5286 1549.6099    6 16
17319   918.54443 651.2087    8 16
17320   671.28815 1976.0403    18 16
17321   640.05896 1326.1554    6 16
17322   247.162 1858.8428    6 16
17323   332.8661 567.5381    6 16
17324   839.2842 1678.1589    8 16
17325   1795.3456 1163.1304    8 16
17326   717.4957 606.56104    12 16
17327   65.22203 861.011    12 16
17328   985.7582 453.3932    14 16
17329   644.08234 656.95374    14 16
17330   51.795883 1448.4309    8 16
17331   1789.1406 885.50745    6 16
17332   1178.2274 992.0764    14 16
17333   1403.5596 2264.2803    18 16
17334   227.21422 447.62    12 16
17335   1.6220572 1338.1538    2 16
17336   283.89587 2262.1118    6 16
17337   915.98535 246.47366    8 16
17338   1046.0228 341.72052    14 16
17339   915.4155 2214.7585    18 16
17340   142.23627 223.31186    14 16
17341   836.84106 1113.7043    8 16
17342   874.6876 623.24835    14 16
17343   537.393 151.6406    14 16
17344   397.86975 2148.7935    14 16
17345   231.03311 313.1444    12 16
17346   1793.7722 263.0389    14 16
17347   1122.6147 1976.2859    8 16
17348   1254.9056 1553.9749    8 16
17349   423.7564 1212.7805    2 16
17350   1456.5854 958.50055    6 16
17351   849.9429 643.00085    12 16
17352   492.73273 323.10468    10 16
17353   658.3815 1654.8682    6 16
17354   38.073776 557.28687    8 16
17355   1575.1816 831.81555    14 16
17356   1380.1141 400.8853    2 16
17357   1066.195 359.31006    8 16
17358   900.60815 997.10486    14 16
17359   1838.8612 296.19257    8 16
17360   1361.4009 201.1256    2 16
17361   734.9719 2021.0894    12 16
17362   629.55365 2269.7705    12 16
